pub,speakernum,speaker,coder,order
journaal2023-11-16,SPEAKER_109,n,NA,NA
journaal2023-11-16,SPEAKER_06,omtzigt,NA,NA
journaal2023-11-16,SPEAKER_09,n,NA,NA
journaal2023-11-16,SPEAKER_106,n,NA,NA
journaal2023-11-16,SPEAKER_03,n,NA,NA
journaal2023-11-16,SPEAKER_00,n,NA,NA
journaal2023-11-16,SPEAKER_107,n,NA,NA
journaal2023-11-16,SPEAKER_102,n,NA,NA
journaal2023-11-16,SPEAKER_01,n,NA,NA
journaal2023-11-16,SPEAKER_100,n,NA,NA
journaal2023-11-16,SPEAKER_101,n,NA,NA
journaal2023-11-16,SPEAKER_105,n,NA,NA
journaal2023-11-16,SPEAKER_28,n,NA,NA
journaal2023-11-16,SPEAKER_26,n,NA,NA
journaal2023-11-16,SPEAKER_128,n,NA,NA
ditisdedag2023-11-02,SPEAKER_00,n,NA,NA
ditisdedag2023-11-02,SPEAKER_04,n,NA,NA
ditisdedag2023-11-02,SPEAKER_06,n,NA,NA
ditisdedag2023-11-02,SPEAKER_01,n,NA,NA
ditisdedag2023-11-02,SPEAKER_05,omtzigt,NA,NA
ditisdedag2023-11-02,SPEAKER_02,n,NA,NA
ditisdedag2023-11-02,SPEAKER_03,n,NA,NA
sven2023-11-08,SPEAKER_05,n,NA,NA
sven2023-11-08,SPEAKER_02,n,NA,NA
sven2023-11-08,SPEAKER_03,n,NA,NA
sven2023-11-08,SPEAKER_04,eerdmans,NA,NA
sven2023-11-08,SPEAKER_00,n,NA,NA
sven2023-11-08,SPEAKER_09,n,NA,NA
sven2023-11-08,SPEAKER_12,n,NA,NA
sven2023-11-08,SPEAKER_10,n,NA,NA
sven2023-11-08,SPEAKER_16,n,NA,NA
sven2023-11-08,SPEAKER_15,n,NA,NA
sven2023-11-08,SPEAKER_08,n,NA,NA
sven2023-11-08,SPEAKER_11,n,NA,NA
sven2023-11-08,SPEAKER_14,n,NA,NA
sven2023-11-08,SPEAKER_13,n,NA,NA
sven2023-11-08,SPEAKER_01,n,NA,NA
sven2023-11-08,SPEAKER_06,n,NA,NA
ditisdedag2023-11-09,SPEAKER_01,vanderplas,NA,NA
ditisdedag2023-11-09,SPEAKER_06,n,NA,NA
ditisdedag2023-11-09,SPEAKER_03,n,NA,NA
ditisdedag2023-11-09,SPEAKER_02,n,NA,NA
ditisdedag2023-11-09,SPEAKER_00,n,NA,NA
ditisdedag2023-11-09,SPEAKER_05,n,NA,NA
ditisdedag2023-11-09,SPEAKER_07,n,NA,NA
ditisdedag2023-11-09,SPEAKER_04,n,NA,NA
journaal2023-11-08,SPEAKER_00,n,NA,NA
journaal2023-11-08,SPEAKER_01,n,NA,NA
journaal2023-11-08,SPEAKER_02,n,NA,NA
journaal2023-11-08,SPEAKER_03,n,NA,NA
journaal2023-11-08,SPEAKER_04,n,NA,NA
