won,frame,person,file,x,y,w,h
WON02443336,140,data/facedb2/timmermans__WON02443711__2398.png,data/frames/WON02443336/WON02443336__140.png,931,394,276,394
WON02443336,86,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02443336/WON02443336__86.png,1003,180,309,413
WON02443336,102,data/facedb2/omtzigt__WON02443711__2096.png,data/frames/WON02443336/WON02443336__102.png,1028,208,302,404
WON02443336,101,data/facedb2/omtzigt__WON02443711__2096.png,data/frames/WON02443336/WON02443336__101.png,1026,200,308,414
WON02443336,874,data/facedb2/yesilguz__WON02443711__452.png,data/frames/WON02443336/WON02443336__874.png,1083,141,222,300
WON02443336,1046,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02443336/WON02443336__1046.png,578,202,309,388
WON02443336,89,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02443336/WON02443336__89.png,1008,199,306,415
WON02443336,929,data/facedb2/jetten__WON02439060__909.png,data/frames/WON02443336/WON02443336__929.png,1014,300,223,308
WON02443336,914,data/facedb2/vanderplas__WON02441460__2731.png,data/frames/WON02443336/WON02443336__914.png,673,149,340,471
WON02443336,137,data/facedb2/timmermans__WON02443711__1695.png,data/frames/WON02443336/WON02443336__137.png,943,138,414,590
WON02443336,111,data/facedb2/omtzigt__WON02443711__2096.png,data/frames/WON02443336/WON02443336__111.png,1025,204,307,415
WON02443698,128,data/facedb2/jetten__WON02443711__1207.png,data/frames/WON02443698/WON02443698__128.png,781,171,237,375
WON02443698,81,data/facedb2/wilders__WON02443711__797.png,data/frames/WON02443698/WON02443698__81.png,502,174,301,411
WON02443698,115,data/facedb2/yesilguz__WON02443711__370.png,data/frames/WON02443698/WON02443698__115.png,1059,153,270,394
WON02443698,188,data/facedb2/vanderplas__WON02443711__1781.png,data/frames/WON02443698/WON02443698__188.png,854,181,283,409
WON02443698,114,data/facedb2/yesilguz__WON02443711__2260.png,data/frames/WON02443698/WON02443698__114.png,1056,155,274,408
WON02443698,213,data/facedb2/wilders__WON02443711__797.png,data/frames/WON02443698/WON02443698__213.png,875,162,304,410
WON02443698,132,data/facedb2/wilders__WON02443799__549.png,data/frames/WON02443698/WON02443698__132.png,830,222,313,417
WON02443698,190,data/facedb2/vanderplas__WON02443711__1835.png,data/frames/WON02443698/WON02443698__190.png,948,187,296,417
WON02443698,118,data/facedb2/yesilguz__WON02443711__370.png,data/frames/WON02443698/WON02443698__118.png,1024,167,265,400
WON02443698,197,data/facedb2/timmermans__WON02443711__2623.png,data/frames/WON02443698/WON02443698__197.png,860,148,307,454
WON02443698,316,data/facedb2/timmermans__WON02441460__1766.png,data/frames/WON02443698/WON02443698__316.png,983,122,307,435
WON02443698,79,data/facedb2/wilders__WON02443711__221.png,data/frames/WON02443698/WON02443698__79.png,501,167,304,402
WON02443698,90,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02443698/WON02443698__90.png,869,187,320,399
WON02443698,123,data/facedb2/yesilguz__WON02443711__355.png,data/frames/WON02443698/WON02443698__123.png,1121,182,289,405
WON02443698,122,data/facedb2/yesilguz__WON02443711__452.png,data/frames/WON02443698/WON02443698__122.png,1078,185,267,396
WON02443698,318,data/facedb2/timmermans__WON02443711__1695.png,data/frames/WON02443698/WON02443698__318.png,978,111,303,432
WON02443698,202,data/facedb2/timmermans__WON02443711__1324.png,data/frames/WON02443698/WON02443698__202.png,848,147,310,448
WON02443698,133,data/facedb2/wilders__WON02443799__549.png,data/frames/WON02443698/WON02443698__133.png,771,196,319,415
WON02443698,127,data/facedb2/jetten__WON02443711__1207.png,data/frames/WON02443698/WON02443698__127.png,788,170,232,376
WON02443698,91,data/facedb2/omtzigt__WON02443711__2096.png,data/frames/WON02443698/WON02443698__91.png,849,171,318,402
WON02443698,191,data/facedb2/vanderplas__WON02443711__986.png,data/frames/WON02443698/WON02443698__191.png,954,173,293,411
WON02443698,99,data/facedb2/yesilguz__WON02443711__452.png,data/frames/WON02443698/WON02443698__99.png,956,199,274,376
WON02443698,200,data/facedb2/timmermans__WON02443711__1324.png,data/frames/WON02443698/WON02443698__200.png,912,221,306,455
WON02443698,83,data/facedb2/wilders__WON02443711__797.png,data/frames/WON02443698/WON02443698__83.png,520,179,303,409
WON02443698,329,data/facedb2/jetten__WON02443711__1711.png,data/frames/WON02443698/WON02443698__329.png,683,229,269,395
WON02443698,119,data/facedb2/yesilguz__WON02443711__370.png,data/frames/WON02443698/WON02443698__119.png,1051,171,271,395
WON02443698,137,data/facedb2/jetten__WON02443711__1207.png,data/frames/WON02443698/WON02443698__137.png,662,150,262,362
WON02443698,187,data/facedb2/vanderplas__WON02443711__986.png,data/frames/WON02443698/WON02443698__187.png,882,169,296,404
WON02443698,96,data/facedb2/yesilguz__WON02443711__370.png,data/frames/WON02443698/WON02443698__96.png,991,188,334,496
WON02443698,82,data/facedb2/wilders__WON02443711__1679.png,data/frames/WON02443698/WON02443698__82.png,520,199,300,415
WON02443698,330,data/facedb2/jetten__WON02443711__1207.png,data/frames/WON02443698/WON02443698__330.png,968,149,256,388
WON02443698,89,data/facedb2/jetten__WON02443711__1711.png,data/frames/WON02443698/WON02443698__89.png,793,174,282,415
WON02443698,108,data/facedb2/yesilguz__WON02443711__452.png,data/frames/WON02443698/WON02443698__108.png,1063,150,272,391
WON02443698,326,data/facedb2/jetten__WON02443711__1037.png,data/frames/WON02443698/WON02443698__326.png,867,161,267,392
WON02443698,101,data/facedb2/jetten__WON02443711__237.png,data/frames/WON02443698/WON02443698__101.png,1179,197,248,390
WON02443698,215,data/facedb2/timmermans__WON02443711__1674.png,data/frames/WON02443698/WON02443698__215.png,768,159,332,475
WON02443698,84,data/facedb2/wilders__WON02443711__797.png,data/frames/WON02443698/WON02443698__84.png,518,207,299,417
WON02443698,204,data/facedb2/timmermans__WON02441460__1766.png,data/frames/WON02443698/WON02443698__204.png,915,201,311,449
WON02443698,189,data/facedb2/vanderplas__WON02443711__1835.png,data/frames/WON02443698/WON02443698__189.png,889,221,299,402
WON02443698,199,data/facedb2/timmermans__WON02443711__1674.png,data/frames/WON02443698/WON02443698__199.png,848,144,311,439
WON02443698,135,data/facedb2/wilders__WON02443711__526.png,data/frames/WON02443698/WON02443698__135.png,872,178,308,422
WON02443698,205,data/facedb2/timmermans__WON02443711__1324.png,data/frames/WON02443698/WON02443698__205.png,778,99,298,431
WON02443698,214,data/facedb2/timmermans__WON02443711__1674.png,data/frames/WON02443698/WON02443698__214.png,744,164,308,454
WON02443698,317,data/facedb2/timmermans__WON02443711__1695.png,data/frames/WON02443698/WON02443698__317.png,971,121,306,437
WON02443698,196,data/facedb2/wilders__WON02441946__482.png,data/frames/WON02443698/WON02443698__196.png,920,230,307,398
WON02443698,100,data/facedb2/jetten__WON02443711__171.png,data/frames/WON02443698/WON02443698__100.png,980,175,270,397
WON02443698,109,data/facedb2/yesilguz__WON02443711__452.png,data/frames/WON02443698/WON02443698__109.png,1062,158,274,392
WON02443698,136,data/facedb2/jetten__WON02443711__1207.png,data/frames/WON02443698/WON02443698__136.png,771,155,266,367
WON02443698,195,data/facedb2/wilders__WON02443711__797.png,data/frames/WON02443698/WON02443698__195.png,925,171,301,419
WON02443698,134,data/facedb2/wilders__WON02443711__797.png,data/frames/WON02443698/WON02443698__134.png,788,136,311,420
WON02443698,327,data/facedb2/jetten__WON02443711__1207.png,data/frames/WON02443698/WON02443698__327.png,701,178,256,386
WON02443698,121,data/facedb2/yesilguz__WON02443711__2260.png,data/frames/WON02443698/WON02443698__121.png,1051,179,272,412
WON02443698,201,data/facedb2/timmermans__WON02443711__2623.png,data/frames/WON02443698/WON02443698__201.png,844,191,312,458
WON02443698,129,data/facedb2/yesilguz__WON02443711__1967.png,data/frames/WON02443698/WON02443698__129.png,675,128,277,402
WON02443698,186,data/facedb2/vanderplas__WON02443711__1835.png,data/frames/WON02443698/WON02443698__186.png,781,201,272,406
WON02443698,85,data/facedb2/jetten__WON02443711__1711.png,data/frames/WON02443698/WON02443698__85.png,767,174,280,406
WON02443698,95,data/facedb2/yesilguz__WON02443711__370.png,data/frames/WON02443698/WON02443698__95.png,1037,208,336,505
WON02443698,120,data/facedb2/yesilguz__WON02443711__370.png,data/frames/WON02443698/WON02443698__120.png,1076,171,274,399
WON02443698,203,data/facedb2/timmermans__WON02443711__1674.png,data/frames/WON02443698/WON02443698__203.png,805,85,303,448
WON02443698,315,data/facedb2/timmermans__WON02443711__1695.png,data/frames/WON02443698/WON02443698__315.png,1002,151,305,429
WON02443698,97,data/facedb2/yesilguz__WON02443711__452.png,data/frames/WON02443698/WON02443698__97.png,942,207,334,492
WON02443698,328,data/facedb2/jetten__WON02443711__1207.png,data/frames/WON02443698/WON02443698__328.png,608,153,262,403
WON02443698,86,data/facedb2/jetten__WON02443711__237.png,data/frames/WON02443698/WON02443698__86.png,827,173,250,417
WON02443698,80,data/facedb2/wilders__WON02443711__797.png,data/frames/WON02443698/WON02443698__80.png,539,156,304,397
WON02443698,212,data/facedb2/wilders__WON02443711__797.png,data/frames/WON02443698/WON02443698__212.png,1028,265,310,412
WON02443698,198,data/facedb2/timmermans__WON02443711__1674.png,data/frames/WON02443698/WON02443698__198.png,835,143,304,450
WON02443775,655,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__655.png,929,126,292,381
WON02443775,621,data/facedb2/baudet__WON02443802__346.png,data/frames/WON02443775/WON02443775__621.png,984,157,309,392
WON02443775,666,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__666.png,787,111,283,399
WON02443775,314,data/facedb2/yesilguz__WON02443711__2952.png,data/frames/WON02443775/WON02443775__314.png,1166,124,362,502
WON02443775,625,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__625.png,845,148,293,410
WON02443775,309,data/facedb2/yesilguz__WON02443711__1967.png,data/frames/WON02443775/WON02443775__309.png,1094,134,340,487
WON02443775,622,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__622.png,907,145,301,398
WON02443775,691,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__691.png,833,132,289,404
WON02443775,697,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__697.png,756,118,289,387
WON02443775,329,data/facedb2/yesilguz__WON02443711__2952.png,data/frames/WON02443775/WON02443775__329.png,1136,135,334,486
WON02443775,690,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__690.png,825,134,293,400
WON02443775,668,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__668.png,872,145,293,406
WON02443775,701,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__701.png,676,127,295,420
WON02443775,609,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__609.png,740,144,247,346
WON02443775,325,data/facedb2/yesilguz__WON02443711__1967.png,data/frames/WON02443775/WON02443775__325.png,1182,143,345,498
WON02443775,323,data/facedb2/yesilguz__WON02443711__1967.png,data/frames/WON02443775/WON02443775__323.png,1158,108,335,495
WON02443775,663,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__663.png,761,123,296,394
WON02443775,307,data/facedb2/yesilguz__WON02443711__1967.png,data/frames/WON02443775/WON02443775__307.png,1120,126,334,488
WON02443775,324,data/facedb2/yesilguz__WON02443711__1967.png,data/frames/WON02443775/WON02443775__324.png,1080,122,340,473
WON02443775,667,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__667.png,843,130,291,382
WON02443775,659,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__659.png,862,137,294,404
WON02443775,322,data/facedb2/yesilguz__WON02443799__665.png,data/frames/WON02443775/WON02443775__322.png,1159,127,342,502
WON02443775,623,data/facedb2/baudet__WON02443802__346.png,data/frames/WON02443775/WON02443775__623.png,829,127,298,400
WON02443775,616,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__616.png,780,150,284,390
WON02443775,617,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__617.png,811,137,290,403
WON02443775,658,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__658.png,871,154,294,398
WON02443775,320,data/facedb2/yesilguz__WON02443711__1967.png,data/frames/WON02443775/WON02443775__320.png,1143,158,348,501
WON02443775,656,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__656.png,890,134,294,399
WON02443775,318,data/facedb2/yesilguz__WON02443711__1967.png,data/frames/WON02443775/WON02443775__318.png,1160,118,345,480
WON02443775,615,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__615.png,771,158,285,389
WON02443775,657,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__657.png,846,136,289,409
WON02443775,624,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__624.png,830,141,291,387
WON02443775,306,data/facedb2/yesilguz__WON02443799__665.png,data/frames/WON02443775/WON02443775__306.png,1158,142,349,503
WON02443775,620,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__620.png,850,160,304,410
WON02443775,661,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__661.png,783,136,290,394
WON02443775,328,data/facedb2/yesilguz__WON02443711__1967.png,data/frames/WON02443775/WON02443775__328.png,1119,142,358,501
WON02443775,319,data/facedb2/yesilguz__WON02443711__1967.png,data/frames/WON02443775/WON02443775__319.png,1132,117,343,500
WON02443775,692,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__692.png,847,122,283,399
WON02443775,311,data/facedb2/yesilguz__WON02443711__1967.png,data/frames/WON02443775/WON02443775__311.png,1141,118,350,501
WON02443775,654,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__654.png,995,123,299,379
WON02443775,312,data/facedb2/yesilguz__WON02443711__1967.png,data/frames/WON02443775/WON02443775__312.png,1146,136,339,503
WON02443775,665,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__665.png,783,129,285,390
WON02443775,660,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__660.png,859,109,302,378
WON02443775,610,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__610.png,754,116,252,361
WON02443775,317,data/facedb2/yesilguz__WON02443711__1967.png,data/frames/WON02443775/WON02443775__317.png,1152,107,346,494
WON02443775,662,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__662.png,856,108,290,386
WON02443775,608,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__608.png,795,139,250,364
WON02443775,664,data/facedb2/baudet__WON02443802__749.png,data/frames/WON02443775/WON02443775__664.png,784,119,287,399
WON02443775,321,data/facedb2/yesilguz__WON02443799__665.png,data/frames/WON02443775/WON02443775__321.png,1193,108,364,503
WON02443775,316,data/facedb2/yesilguz__WON02443711__2788.png,data/frames/WON02443775/WON02443775__316.png,1147,123,343,483
WON02443785,1420,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02443785/WON02443785__1420.png,585,121,259,343
WON02443785,2055,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02443785/WON02443785__2055.png,646,193,263,347
WON02443785,4646,data/facedb2/vanderplas__WON02441460__2731.png,data/frames/WON02443785/WON02443785__4646.png,614,195,280,362
WON02443785,2569,data/facedb2/timmermans__WON02443711__990.png,data/frames/WON02443785/WON02443785__2569.png,750,72,297,404
WON02443785,2447,data/facedb2/jetten__WON02439060__855.png,data/frames/WON02443785/WON02443785__2447.png,994,159,249,377
WON02443785,925,data/facedb2/yesilguz__WON02443711__370.png,data/frames/WON02443785/WON02443785__925.png,497,119,249,358
WON02443785,2522,data/facedb2/vanderplas__WON02443711__1835.png,data/frames/WON02443785/WON02443785__2522.png,952,152,257,350
WON02443785,837,data/facedb2/wilders__WON02439236__716.png,data/frames/WON02443785/WON02443785__837.png,611,195,251,359
WON02443785,4338,data/facedb2/bontenbal__WON02441946__3159.png,data/frames/WON02443785/WON02443785__4338.png,911,193,259,366
WON02443785,4356,data/facedb2/bontenbal__WON02443799__710.png,data/frames/WON02443785/WON02443785__4356.png,956,158,258,354
WON02443785,1901,data/facedb2/marijnissen__WON02439236__744.png,data/frames/WON02443785/WON02443785__1901.png,1121,193,277,399
WON02443785,2745,data/facedb2/vanderplas__WON02441460__2731.png,data/frames/WON02443785/WON02443785__2745.png,985,164,260,359
WON02443785,5704,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02443785/WON02443785__5704.png,891,186,291,383
WON02443785,3008,data/facedb2/timmermans__WON02443711__2623.png,data/frames/WON02443785/WON02443785__3008.png,736,96,301,419
WON02443785,1600,data/facedb2/marijnissen__WON02441946__1263.png,data/frames/WON02443785/WON02443785__1600.png,559,118,252,392
WON02443785,5275,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02443785/WON02443785__5275.png,591,211,308,396
WON02443785,767,data/facedb2/yesilguz__WON02443711__355.png,data/frames/WON02443785/WON02443785__767.png,961,118,225,338
WON02443785,1574,data/facedb2/bontenbal__WON02439236__688.png,data/frames/WON02443785/WON02443785__1574.png,870,149,237,340
WON02443785,3305,data/facedb2/wilders__WON02443711__1679.png,data/frames/WON02443785/WON02443785__3305.png,678,150,243,336
WON02443785,3002,data/facedb2/vanderplas__WON02443711__1835.png,data/frames/WON02443785/WON02443785__3002.png,904,197,239,325
WON02443785,2704,data/facedb2/jetten__WON02443711__1820.png,data/frames/WON02443785/WON02443785__2704.png,997,173,343,486
WON02443785,5252,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02443785/WON02443785__5252.png,823,232,277,359
WON02443785,5672,data/facedb2/yesilguz__WON02443711__452.png,data/frames/WON02443785/WON02443785__5672.png,1073,131,246,369
WON02443785,843,data/facedb2/wilders__WON02443711__1737.png,data/frames/WON02443785/WON02443785__843.png,798,185,248,356
WON02443785,1999,data/facedb2/marijnissen__WON02441946__1263.png,data/frames/WON02443785/WON02443785__1999.png,887,161,253,428
WON02443785,2689,data/facedb2/timmermans__WON02443711__2623.png,data/frames/WON02443785/WON02443785__2689.png,857,83,288,415
WON02443785,2598,data/facedb2/timmermans__WON02443711__1674.png,data/frames/WON02443785/WON02443785__2598.png,693,144,294,419
WON02443785,2950,data/facedb2/timmermans__WON02443711__1674.png,data/frames/WON02443785/WON02443785__2950.png,860,66,278,407
WON02443785,2884,data/facedb2/timmermans__WON02443799__616.png,data/frames/WON02443785/WON02443785__2884.png,876,94,280,420
WON02443785,1458,data/facedb2/marijnissen__WON02439236__744.png,data/frames/WON02443785/WON02443785__1458.png,911,130,261,367
WON02443785,5175,data/facedb2/timmermans__WON02443711__2223.png,data/frames/WON02443785/WON02443785__5175.png,865,165,300,418
WON02443785,3667,data/facedb2/jetten__WON02439060__909.png,data/frames/WON02443785/WON02443785__3667.png,848,189,251,374
WON02443785,5496,data/facedb2/yesilguz__WON02443711__1967.png,data/frames/WON02443785/WON02443785__5496.png,906,150,235,369
WON02443785,778,data/facedb2/wilders__WON02443711__797.png,data/frames/WON02443785/WON02443785__778.png,1267,175,254,352
WON02443785,1848,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02443785/WON02443785__1848.png,1002,169,260,367
WON02443785,2965,data/facedb2/vanderplas__WON02443711__1835.png,data/frames/WON02443785/WON02443785__2965.png,891,200,240,335
WON02443785,2490,data/facedb2/vanderplas__WON02441460__2731.png,data/frames/WON02443785/WON02443785__2490.png,713,177,252,338
WON02443785,5334,data/facedb2/yesilguz__WON02443711__2119.png,data/frames/WON02443785/WON02443785__5334.png,877,191,232,336
WON02443785,4988,data/facedb2/yesilguz__WON02443711__1967.png,data/frames/WON02443785/WON02443785__4988.png,771,185,232,336
WON02443785,2501,data/facedb2/vanderplas__WON02443711__1835.png,data/frames/WON02443785/WON02443785__2501.png,872,160,241,353
WON02443785,1870,data/facedb2/bontenbal__WON02441946__2851.png,data/frames/WON02443785/WON02443785__1870.png,587,201,267,354
WON02443785,866,data/facedb2/wilders__WON02443711__526.png,data/frames/WON02443785/WON02443785__866.png,696,207,236,347
WON02443785,4161,data/facedb2/vanderplas__WON02443711__1835.png,data/frames/WON02443785/WON02443785__4161.png,640,176,288,382
WON02443785,5617,data/facedb2/yesilguz__WON02443711__2792.png,data/frames/WON02443785/WON02443785__5617.png,1165,161,271,354
WON02443785,3850,data/facedb2/wilders__WON02443711__797.png,data/frames/WON02443785/WON02443785__3850.png,650,143,257,364
WON02443785,2066,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02443785/WON02443785__2066.png,701,140,263,357
WON02443785,2788,data/facedb2/vanderplas__WON02443711__2897.png,data/frames/WON02443785/WON02443785__2788.png,927,238,259,376
WON02443785,578,data/facedb2/wilders__WON02439236__716.png,data/frames/WON02443785/WON02443785__578.png,692,198,245,341
WON02443785,811,data/facedb2/yesilguz__WON02443711__1967.png,data/frames/WON02443785/WON02443785__811.png,1037,135,225,355
WON02443785,1418,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02443785/WON02443785__1418.png,612,179,263,346
WON02443785,4127,data/facedb2/vanderplas__WON02441460__2731.png,data/frames/WON02443785/WON02443785__4127.png,605,142,258,368
WON02443785,1959,data/facedb2/bontenbal__WON02443799__710.png,data/frames/WON02443785/WON02443785__1959.png,1245,232,282,389
WON02443785,3818,data/facedb2/jetten__WON02439060__909.png,data/frames/WON02443785/WON02443785__3818.png,1057,174,301,412
WON02443785,2536,data/facedb2/vanderplas__WON02443711__1835.png,data/frames/WON02443785/WON02443785__2536.png,1042,143,245,336
WON02443785,883,data/facedb2/wilders__WON02443711__1737.png,data/frames/WON02443785/WON02443785__883.png,827,198,246,348
WON02443785,4467,data/facedb2/bontenbal__WON02441946__2851.png,data/frames/WON02443785/WON02443785__4467.png,761,201,269,364
WON02443785,2370,data/facedb2/timmermans__WON02443711__2398.png,data/frames/WON02443785/WON02443785__2370.png,902,91,296,407
WON02443785,3757,data/facedb2/marijnissen__WON02441946__1263.png,data/frames/WON02443785/WON02443785__3757.png,976,133,233,395
WON02443785,3461,data/facedb2/marijnissen__WON02439236__744.png,data/frames/WON02443785/WON02443785__3461.png,967,105,264,399
WON02443785,2926,data/facedb2/timmermans__WON02443711__2223.png,data/frames/WON02443785/WON02443785__2926.png,818,73,301,415
WON02443785,5660,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02443785/WON02443785__5660.png,1075,164,296,400
WON02443785,401,data/facedb2/wilders__WON02443711__797.png,data/frames/WON02443785/WON02443785__401.png,873,176,239,330
WON02443785,1888,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02443785/WON02443785__1888.png,1140,209,284,375
WON02443785,894,data/facedb2/wilders__WON02443711__1737.png,data/frames/WON02443785/WON02443785__894.png,1170,184,231,340
WON02443785,5530,data/facedb2/timmermans__WON02443711__2623.png,data/frames/WON02443785/WON02443785__5530.png,655,99,319,436
WON02443785,4578,data/facedb2/bontenbal__WON02443799__710.png,data/frames/WON02443785/WON02443785__4578.png,994,217,271,358
WON02443785,1389,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02443785/WON02443785__1389.png,587,162,272,357
WON02443785,4627,data/facedb2/bontenbal__WON02441946__2851.png,data/frames/WON02443785/WON02443785__4627.png,641,184,267,349
WON02443785,3750,data/facedb2/marijnissen__WON02441946__1273.png,data/frames/WON02443785/WON02443785__3750.png,1021,116,257,379
WON02443785,5446,data/facedb2/yesilguz__WON02443711__355.png,data/frames/WON02443785/WON02443785__5446.png,1187,153,239,376
WON02443785,521,data/facedb2/yesilguz__WON02443711__2952.png,data/frames/WON02443785/WON02443785__521.png,871,119,229,346
WON02443785,660,data/facedb2/yesilguz__WON02443711__2952.png,data/frames/WON02443785/WON02443785__660.png,1129,93,296,420
WON02443785,4985,data/facedb2/yesilguz__WON02443711__2119.png,data/frames/WON02443785/WON02443785__4985.png,588,189,231,331
WON02443785,920,data/facedb2/yesilguz__WON02443711__2788.png,data/frames/WON02443785/WON02443785__920.png,548,139,223,361
WON02443785,3766,data/facedb2/jetten__WON02443711__1820.png,data/frames/WON02443785/WON02443785__3766.png,1093,191,308,424
WON02443785,2892,data/facedb2/jetten__WON02439060__855.png,data/frames/WON02443785/WON02443785__2892.png,861,154,251,392
WON02443785,2027,data/facedb2/bontenbal__WON02443799__710.png,data/frames/WON02443785/WON02443785__2027.png,1032,229,299,403
WON02443785,3473,data/facedb2/jetten__WON02443711__1820.png,data/frames/WON02443785/WON02443785__3473.png,973,148,289,403
WON02443785,3337,data/facedb2/wilders__WON02443711__1679.png,data/frames/WON02443785/WON02443785__3337.png,624,159,246,349
WON02443785,842,data/facedb2/wilders__WON02441946__482.png,data/frames/WON02443785/WON02443785__842.png,631,191,253,352
WON02443785,1541,data/facedb2/bontenbal__WON02443799__710.png,data/frames/WON02443785/WON02443785__1541.png,828,157,239,328
WON02443785,909,data/facedb2/yesilguz__WON02443711__2792.png,data/frames/WON02443785/WON02443785__909.png,665,125,252,369
WON02443785,3754,data/facedb2/jetten__WON02443711__1207.png,data/frames/WON02443785/WON02443785__3754.png,1145,198,288,433
WON02443785,4449,data/facedb2/vanderplas__WON02441460__2731.png,data/frames/WON02443785/WON02443785__4449.png,753,175,264,377
WON02443785,1082,data/facedb2/wilders__WON02443711__221.png,data/frames/WON02443785/WON02443785__1082.png,770,171,253,354
WON02443785,5502,data/facedb2/yesilguz__WON02443711__2792.png,data/frames/WON02443785/WON02443785__5502.png,1011,127,253,378
WON02443785,2708,data/facedb2/jetten__WON02443711__1820.png,data/frames/WON02443785/WON02443785__2708.png,1087,180,346,480
WON02443785,513,data/facedb2/yesilguz__WON02443711__1967.png,data/frames/WON02443785/WON02443785__513.png,845,114,222,343
WON02443785,705,data/facedb2/yesilguz__WON02443711__452.png,data/frames/WON02443785/WON02443785__705.png,862,161,308,417
WON02443785,3470,data/facedb2/jetten__WON02443711__1820.png,data/frames/WON02443785/WON02443785__3470.png,938,134,295,405
WON02443785,3361,data/facedb2/wilders__WON02439236__716.png,data/frames/WON02443785/WON02443785__3361.png,817,234,249,342
WON02443785,2566,data/facedb2/vanderplas__WON02441460__2731.png,data/frames/WON02443785/WON02443785__2566.png,918,150,249,336
WON02443785,5582,data/facedb2/timmermans__WON02443711__2223.png,data/frames/WON02443785/WON02443785__5582.png,710,68,308,424
WON02443785,2634,data/facedb2/jetten__WON02439060__909.png,data/frames/WON02443785/WON02443785__2634.png,1021,175,247,347
WON02443785,3456,data/facedb2/marijnissen__WON02439236__744.png,data/frames/WON02443785/WON02443785__3456.png,939,114,267,395
WON02443785,1921,data/facedb2/marijnissen__WON02441946__1263.png,data/frames/WON02443785/WON02443785__1921.png,909,122,266,403
WON02443785,5482,data/facedb2/yesilguz__WON02443711__2792.png,data/frames/WON02443785/WON02443785__5482.png,1139,200,264,372
WON02443785,5015,data/facedb2/timmermans__WON02443711__2223.png,data/frames/WON02443785/WON02443785__5015.png,887,81,303,425
WON02443785,5341,data/facedb2/yesilguz__WON02443711__2792.png,data/frames/WON02443785/WON02443785__5341.png,792,183,225,330
WON02443785,3664,data/facedb2/jetten__WON02439060__909.png,data/frames/WON02443785/WON02443785__3664.png,813,191,253,368
WON02443785,688,data/facedb2/yesilguz__WON02443711__2788.png,data/frames/WON02443785/WON02443785__688.png,910,153,343,490
WON02443785,5426,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02443785/WON02443785__5426.png,871,169,276,380
WON02443785,5401,data/facedb2/omtzigt__WON02443711__2096.png,data/frames/WON02443785/WON02443785__5401.png,751,147,273,367
