won,frame,person,file,x,y,w,h
WON02439036,530,data/facedb2/timmermans__WON02443799__616.png,data/frames/WON02439036/WON02439036__530.png,1119,372,203,303
WON02439042,680,data/facedb2/timmermans__WON02443799__616.png,data/frames/WON02439042/WON02439042__680.png,1066,365,221,314
WON02439256,1037,data/facedb2/baudet__WON02443802__938.png,data/frames/WON02439256/WON02439256__1037.png,1285,0,366,444
WON02440061,517,data/facedb2/marijnissen__WON02439236__744.png,data/frames/WON02440061/WON02440061__517.png,427,109,380,515
WON02440061,493,data/facedb2/yesilguz__WON02443711__1967.png,data/frames/WON02440061/WON02440061__493.png,653,226,294,441
WON02440061,504,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02440061/WON02440061__504.png,1054,159,308,424
WON02440061,503,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02440061/WON02440061__503.png,1020,166,310,424
WON02440061,497,data/facedb2/yesilguz__WON02443799__665.png,data/frames/WON02440061/WON02440061__497.png,440,174,311,425
WON02440061,524,data/facedb2/marijnissen__WON02439236__744.png,data/frames/WON02440061/WON02440061__524.png,467,142,354,521
WON02440061,515,data/facedb2/marijnissen__WON02439236__744.png,data/frames/WON02440061/WON02440061__515.png,475,177,365,517
WON02440061,505,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02440061/WON02440061__505.png,1017,170,308,419
WON02440061,512,data/facedb2/marijnissen__WON02439236__744.png,data/frames/WON02440061/WON02440061__512.png,353,138,353,492
WON02440061,519,data/facedb2/marijnissen__WON02439236__744.png,data/frames/WON02440061/WON02440061__519.png,508,145,347,513
WON02440061,518,data/facedb2/marijnissen__WON02439236__744.png,data/frames/WON02440061/WON02440061__518.png,476,144,361,514
WON02440061,495,data/facedb2/yesilguz__WON02443711__1967.png,data/frames/WON02440061/WON02440061__495.png,595,234,329,404
WON02440061,499,data/facedb2/yesilguz__WON02443711__1967.png,data/frames/WON02440061/WON02440061__499.png,374,217,348,463
WON02440061,501,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02440061/WON02440061__501.png,1030,149,307,427
WON02440061,496,data/facedb2/yesilguz__WON02443711__1967.png,data/frames/WON02440061/WON02440061__496.png,448,183,352,448
WON02440061,502,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02440061/WON02440061__502.png,1022,161,309,424
WON02440061,494,data/facedb2/yesilguz__WON02443799__665.png,data/frames/WON02440061/WON02440061__494.png,548,235,340,392
WON02440061,526,data/facedb2/marijnissen__WON02439236__744.png,data/frames/WON02440061/WON02440061__526.png,474,146,365,519
WON02440061,522,data/facedb2/marijnissen__WON02439236__744.png,data/frames/WON02440061/WON02440061__522.png,454,147,357,523
WON02440061,523,data/facedb2/marijnissen__WON02439236__744.png,data/frames/WON02440061/WON02440061__523.png,482,223,373,529
WON02440061,248,data/facedb2/baudet__WON02443802__938.png,data/frames/WON02440061/WON02440061__248.png,655,252,269,401
WON02440061,513,data/facedb2/marijnissen__WON02439236__744.png,data/frames/WON02440061/WON02440061__513.png,385,124,353,504
WON02440061,498,data/facedb2/yesilguz__WON02443799__665.png,data/frames/WON02440061/WON02440061__498.png,541,199,308,437
WON02440061,525,data/facedb2/marijnissen__WON02439236__744.png,data/frames/WON02440061/WON02440061__525.png,463,142,349,523
WON02440061,514,data/facedb2/marijnissen__WON02439236__744.png,data/frames/WON02440061/WON02440061__514.png,407,117,351,489
WON02440061,521,data/facedb2/marijnissen__WON02439236__744.png,data/frames/WON02440061/WON02440061__521.png,487,123,349,523
WON02440061,492,data/facedb2/yesilguz__WON02443711__1967.png,data/frames/WON02440061/WON02440061__492.png,704,226,286,441
WON02440061,516,data/facedb2/marijnissen__WON02439236__744.png,data/frames/WON02440061/WON02440061__516.png,453,136,353,532
WON02440256,190,data/facedb2/jetten__WON02439060__909.png,data/frames/WON02440256/WON02440256__190.png,567,202,397,567
WON02440256,191,data/facedb2/jetten__WON02439060__909.png,data/frames/WON02440256/WON02440256__191.png,569,200,396,565
WON02440256,198,data/facedb2/jetten__WON02439060__909.png,data/frames/WON02440256/WON02440256__198.png,564,197,397,571
WON02440256,194,data/facedb2/jetten__WON02439060__909.png,data/frames/WON02440256/WON02440256__194.png,569,223,403,569
WON02440256,199,data/facedb2/jetten__WON02439060__909.png,data/frames/WON02440256/WON02440256__199.png,579,185,398,572
WON02440256,189,data/facedb2/jetten__WON02439060__909.png,data/frames/WON02440256/WON02440256__189.png,571,185,391,576
WON02440256,196,data/facedb2/jetten__WON02439060__909.png,data/frames/WON02440256/WON02440256__196.png,572,191,393,568
WON02440256,195,data/facedb2/jetten__WON02439060__909.png,data/frames/WON02440256/WON02440256__195.png,569,203,394,561
WON02440256,491,data/facedb2/vanderplas__WON02443711__2897.png,data/frames/WON02440256/WON02440256__491.png,818,367,208,252
WON02440256,192,data/facedb2/jetten__WON02439060__909.png,data/frames/WON02440256/WON02440256__192.png,556,187,386,563
WON02440256,188,data/facedb2/jetten__WON02439236__768.png,data/frames/WON02440256/WON02440256__188.png,572,177,384,566
WON02440256,187,data/facedb2/jetten__WON02439060__909.png,data/frames/WON02440256/WON02440256__187.png,601,217,388,550
WON02440256,200,data/facedb2/jetten__WON02439060__909.png,data/frames/WON02440256/WON02440256__200.png,584,201,411,586
WON02440256,197,data/facedb2/jetten__WON02439060__909.png,data/frames/WON02440256/WON02440256__197.png,557,198,398,579
WON02440256,193,data/facedb2/jetten__WON02439060__909.png,data/frames/WON02440256/WON02440256__193.png,560,212,402,565
WON02440490,76,data/facedb2/yesilguz__WON02443799__665.png,data/frames/WON02440490/WON02440490__76.png,680,227,298,447
WON02440490,172,data/facedb2/timmermans__WON02443711__1674.png,data/frames/WON02440490/WON02440490__172.png,933,111,355,488
WON02440490,158,data/facedb2/timmermans__WON02443711__1674.png,data/frames/WON02440490/WON02440490__158.png,933,128,361,530
WON02440490,116,data/facedb2/yesilguz__WON02443799__665.png,data/frames/WON02440490/WON02440490__116.png,540,208,324,486
WON02440490,331,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440490/WON02440490__331.png,724,174,291,403
WON02440490,164,data/facedb2/timmermans__WON02443711__1324.png,data/frames/WON02440490/WON02440490__164.png,897,117,353,502
WON02440490,110,data/facedb2/yesilguz__WON02443711__452.png,data/frames/WON02440490/WON02440490__110.png,574,189,332,477
WON02440490,163,data/facedb2/timmermans__WON02443711__1674.png,data/frames/WON02440490/WON02440490__163.png,915,117,360,519
WON02440490,175,data/facedb2/timmermans__WON02443711__1674.png,data/frames/WON02440490/WON02440490__175.png,948,110,357,519
WON02440490,115,data/facedb2/yesilguz__WON02443799__665.png,data/frames/WON02440490/WON02440490__115.png,501,167,331,486
WON02440490,82,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440490/WON02440490__82.png,547,195,307,398
WON02440490,137,data/facedb2/yesilguz__WON02443799__665.png,data/frames/WON02440490/WON02440490__137.png,679,199,323,482
WON02440490,135,data/facedb2/yesilguz__WON02443799__665.png,data/frames/WON02440490/WON02440490__135.png,700,211,322,482
WON02440490,122,data/facedb2/yesilguz__WON02443711__452.png,data/frames/WON02440490/WON02440490__122.png,552,193,330,480
WON02440490,124,data/facedb2/yesilguz__WON02443711__2952.png,data/frames/WON02440490/WON02440490__124.png,588,184,342,495
WON02440490,157,data/facedb2/timmermans__WON02443711__1674.png,data/frames/WON02440490/WON02440490__157.png,913,127,358,509
WON02440490,129,data/facedb2/yesilguz__WON02443799__665.png,data/frames/WON02440490/WON02440490__129.png,619,180,329,484
WON02440490,171,data/facedb2/timmermans__WON02443711__1674.png,data/frames/WON02440490/WON02440490__171.png,944,114,367,510
WON02440490,125,data/facedb2/yesilguz__WON02443711__2952.png,data/frames/WON02440490/WON02440490__125.png,562,209,335,485
WON02440490,81,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440490/WON02440490__81.png,549,194,305,402
WON02440490,114,data/facedb2/yesilguz__WON02443711__2788.png,data/frames/WON02440490/WON02440490__114.png,530,215,334,498
WON02440490,132,data/facedb2/yesilguz__WON02443711__355.png,data/frames/WON02440490/WON02440490__132.png,646,197,302,442
WON02440490,138,data/facedb2/yesilguz__WON02443711__2788.png,data/frames/WON02440490/WON02440490__138.png,623,194,327,488
WON02440490,83,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440490/WON02440490__83.png,550,198,307,394
WON02440490,178,data/facedb2/timmermans__WON02443711__1674.png,data/frames/WON02440490/WON02440490__178.png,933,119,366,527
WON02440490,139,data/facedb2/yesilguz__WON02443799__665.png,data/frames/WON02440490/WON02440490__139.png,653,228,323,499
WON02440490,174,data/facedb2/timmermans__WON02443711__1674.png,data/frames/WON02440490/WON02440490__174.png,914,115,351,515
WON02440490,1524,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440490/WON02440490__1524.png,864,150,287,398
WON02440490,113,data/facedb2/yesilguz__WON02443711__452.png,data/frames/WON02440490/WON02440490__113.png,516,220,337,480
WON02440490,159,data/facedb2/timmermans__WON02443711__1674.png,data/frames/WON02440490/WON02440490__159.png,923,128,355,489
WON02440490,92,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440490/WON02440490__92.png,550,236,313,405
WON02440490,176,data/facedb2/timmermans__WON02443711__1324.png,data/frames/WON02440490/WON02440490__176.png,949,112,354,519
WON02440490,338,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440490/WON02440490__338.png,865,161,291,388
WON02440490,78,data/facedb2/yesilguz__WON02443711__452.png,data/frames/WON02440490/WON02440490__78.png,613,205,328,486
WON02440490,333,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440490/WON02440490__333.png,726,175,289,399
WON02440490,133,data/facedb2/yesilguz__WON02443799__665.png,data/frames/WON02440490/WON02440490__133.png,647,198,324,470
WON02440490,79,data/facedb2/yesilguz__WON02443711__452.png,data/frames/WON02440490/WON02440490__79.png,619,247,337,485
WON02440490,169,data/facedb2/timmermans__WON02443711__1674.png,data/frames/WON02440490/WON02440490__169.png,950,119,362,530
WON02440490,334,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440490/WON02440490__334.png,864,152,287,398
WON02440490,136,data/facedb2/yesilguz__WON02443711__452.png,data/frames/WON02440490/WON02440490__136.png,666,202,319,485
WON02440490,126,data/facedb2/yesilguz__WON02443799__665.png,data/frames/WON02440490/WON02440490__126.png,579,190,342,478
WON02440490,117,data/facedb2/yesilguz__WON02443799__665.png,data/frames/WON02440490/WON02440490__117.png,542,211,339,485
WON02440490,134,data/facedb2/yesilguz__WON02443711__355.png,data/frames/WON02440490/WON02440490__134.png,643,189,302,438
WON02440490,123,data/facedb2/yesilguz__WON02443799__665.png,data/frames/WON02440490/WON02440490__123.png,575,204,299,446
WON02440490,131,data/facedb2/yesilguz__WON02443711__370.png,data/frames/WON02440490/WON02440490__131.png,553,205,333,497
WON02440490,166,data/facedb2/timmermans__WON02443711__1674.png,data/frames/WON02440490/WON02440490__166.png,916,126,360,516
WON02440490,93,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440490/WON02440490__93.png,574,174,307,391
WON02440490,121,data/facedb2/yesilguz__WON02443711__452.png,data/frames/WON02440490/WON02440490__121.png,527,217,332,494
WON02440490,128,data/facedb2/yesilguz__WON02443799__665.png,data/frames/WON02440490/WON02440490__128.png,660,215,341,475
WON02440490,119,data/facedb2/yesilguz__WON02443799__665.png,data/frames/WON02440490/WON02440490__119.png,644,195,328,486
WON02440490,111,data/facedb2/yesilguz__WON02443799__665.png,data/frames/WON02440490/WON02440490__111.png,552,190,344,475
WON02440490,130,data/facedb2/yesilguz__WON02443711__2788.png,data/frames/WON02440490/WON02440490__130.png,580,176,335,484
WON02440490,340,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440490/WON02440490__340.png,865,159,291,402
WON02440490,118,data/facedb2/yesilguz__WON02443799__665.png,data/frames/WON02440490/WON02440490__118.png,488,189,343,489
WON02440490,165,data/facedb2/timmermans__WON02443711__1324.png,data/frames/WON02440490/WON02440490__165.png,896,125,358,495
WON02440701,293,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02440701/WON02440701__293.png,912,211,367,481
WON02440701,481,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440701/WON02440701__481.png,603,116,374,537
WON02440701,482,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440701/WON02440701__482.png,587,147,386,530
WON02440701,298,data/facedb2/vanderplas__WON02443711__2897.png,data/frames/WON02440701/WON02440701__298.png,432,288,265,416
WON02440701,476,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02440701/WON02440701__476.png,627,165,394,543
WON02440701,353,data/facedb2/vanderplas__WON02441460__2731.png,data/frames/WON02440701/WON02440701__353.png,477,272,270,407
WON02440701,484,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02440701/WON02440701__484.png,555,150,379,533
WON02440701,474,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440701/WON02440701__474.png,630,155,394,531
WON02440701,291,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02440701/WON02440701__291.png,858,132,366,510
WON02440701,477,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02440701/WON02440701__477.png,606,189,379,518
WON02440701,485,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440701/WON02440701__485.png,530,110,387,542
WON02440701,292,data/facedb2/omtzigt__WON02443711__2096.png,data/frames/WON02440701/WON02440701__292.png,882,117,367,511
WON02440701,456,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02440701/WON02440701__456.png,1008,147,203,273
WON02440701,486,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02440701/WON02440701__486.png,569,128,391,539
WON02440701,457,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440701/WON02440701__457.png,935,165,203,271
WON02440701,299,data/facedb2/vanderplas__WON02443711__1160.png,data/frames/WON02440701/WON02440701__299.png,372,272,263,410
WON02440701,351,data/facedb2/vanderplas__WON02443711__1160.png,data/frames/WON02440701/WON02440701__351.png,433,267,269,396
WON02440701,358,data/facedb2/vanderplas__WON02443711__1160.png,data/frames/WON02440701/WON02440701__358.png,460,251,270,388
WON02440701,297,data/facedb2/vanderplas__WON02443711__2897.png,data/frames/WON02440701/WON02440701__297.png,419,290,259,402
WON02440701,356,data/facedb2/vanderplas__WON02441460__2731.png,data/frames/WON02440701/WON02440701__356.png,432,273,267,391
WON02440701,463,data/facedb2/omtzigt__WON02443711__2096.png,data/frames/WON02440701/WON02440701__463.png,1051,139,202,276
WON02440701,296,data/facedb2/vanderplas__WON02443711__1160.png,data/frames/WON02440701/WON02440701__296.png,402,281,265,413
WON02440701,483,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440701/WON02440701__483.png,584,159,392,515
WON02440701,478,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440701/WON02440701__478.png,589,164,395,517
WON02440701,352,data/facedb2/vanderplas__WON02443711__1160.png,data/frames/WON02440701/WON02440701__352.png,465,269,265,407
WON02440701,357,data/facedb2/vanderplas__WON02443711__2897.png,data/frames/WON02440701/WON02440701__357.png,366,286,281,387
WON02440701,480,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02440701/WON02440701__480.png,583,125,385,534
WON02440701,300,data/facedb2/vanderplas__WON02443711__1160.png,data/frames/WON02440701/WON02440701__300.png,391,290,263,408
WON02440701,479,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440701/WON02440701__479.png,593,164,397,517
WON02440701,359,data/facedb2/vanderplas__WON02443711__1160.png,data/frames/WON02440701/WON02440701__359.png,490,271,272,401
WON02440701,475,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440701/WON02440701__475.png,668,204,386,521
WON02440960,975,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440960/WON02440960__975.png,734,189,345,458
WON02440960,1023,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440960/WON02440960__1023.png,660,194,399,528
WON02440960,1026,data/facedb2/omtzigt__WON02443711__2096.png,data/frames/WON02440960/WON02440960__1026.png,630,211,410,546
WON02440960,587,data/facedb2/jetten__WON02443711__1037.png,data/frames/WON02440960/WON02440960__587.png,997,182,330,473
WON02440960,966,data/facedb2/omtzigt__WON02443711__2096.png,data/frames/WON02440960/WON02440960__966.png,728,215,325,420
WON02440960,614,data/facedb2/bontenbal__WON02441946__2851.png,data/frames/WON02440960/WON02440960__614.png,537,254,420,574
WON02440960,588,data/facedb2/jetten__WON02439060__593.png,data/frames/WON02440960/WON02440960__588.png,969,198,330,474
WON02440960,576,data/facedb2/jetten__WON02439060__593.png,data/frames/WON02440960/WON02440960__576.png,762,105,523,728
WON02440960,1016,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440960/WON02440960__1016.png,651,201,408,537
WON02440960,618,data/facedb2/bontenbal__WON02443799__710.png,data/frames/WON02440960/WON02440960__618.png,524,232,408,568
WON02440960,579,data/facedb2/jetten__WON02439060__909.png,data/frames/WON02440960/WON02440960__579.png,883,70,507,717
WON02440960,1017,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440960/WON02440960__1017.png,665,199,403,537
WON02440960,1015,data/facedb2/omtzigt__WON02443711__2096.png,data/frames/WON02440960/WON02440960__1015.png,658,196,397,524
WON02440960,559,data/facedb2/yesilguz__WON02443799__665.png,data/frames/WON02440960/WON02440960__559.png,866,173,371,520
WON02440960,615,data/facedb2/bontenbal__WON02441946__2851.png,data/frames/WON02440960/WON02440960__615.png,552,247,436,572
WON02440960,627,data/facedb2/bikker__WON02443802__611.png,data/frames/WON02440960/WON02440960__627.png,469,166,402,552
WON02440960,580,data/facedb2/jetten__WON02443711__171.png,data/frames/WON02440960/WON02440960__580.png,889,65,576,790
WON02440960,608,data/facedb2/bontenbal__WON02441946__1892.png,data/frames/WON02440960/WON02440960__608.png,740,126,307,441
WON02440960,964,data/facedb2/omtzigt__WON02443711__2096.png,data/frames/WON02440960/WON02440960__964.png,707,200,322,421
WON02440960,1025,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440960/WON02440960__1025.png,627,190,401,530
WON02440960,968,data/facedb2/omtzigt__WON02443711__2096.png,data/frames/WON02440960/WON02440960__968.png,710,184,345,464
WON02440960,577,data/facedb2/jetten__WON02439060__593.png,data/frames/WON02440960/WON02440960__577.png,838,93,508,726
WON02440960,633,data/facedb2/bikker__WON02443802__2595.png,data/frames/WON02440960/WON02440960__633.png,478,180,403,550
WON02440960,974,data/facedb2/omtzigt__WON02443711__2096.png,data/frames/WON02440960/WON02440960__974.png,725,176,345,462
WON02440960,971,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440960/WON02440960__971.png,718,217,330,419
WON02440960,560,data/facedb2/yesilguz__WON02443711__2788.png,data/frames/WON02440960/WON02440960__560.png,852,161,370,524
WON02440960,610,data/facedb2/bontenbal__WON02441946__1892.png,data/frames/WON02440960/WON02440960__610.png,766,122,214,297
WON02440960,590,data/facedb2/jetten__WON02439060__593.png,data/frames/WON02440960/WON02440960__590.png,954,219,325,478
WON02440960,626,data/facedb2/bikker__WON02443802__611.png,data/frames/WON02440960/WON02440960__626.png,494,170,397,544
WON02440960,630,data/facedb2/bikker__WON02443802__611.png,data/frames/WON02440960/WON02440960__630.png,471,174,412,574
WON02440960,625,data/facedb2/bikker__WON02443802__611.png,data/frames/WON02440960/WON02440960__625.png,489,161,406,548
WON02440960,1020,data/facedb2/omtzigt__WON02443711__2096.png,data/frames/WON02440960/WON02440960__1020.png,637,190,405,534
WON02440960,561,data/facedb2/yesilguz__WON02443799__665.png,data/frames/WON02440960/WON02440960__561.png,865,150,373,518
WON02440960,613,data/facedb2/bontenbal__WON02441946__2851.png,data/frames/WON02440960/WON02440960__613.png,486,233,417,564
WON02440960,1022,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440960/WON02440960__1022.png,594,173,407,531
WON02440960,1018,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440960/WON02440960__1018.png,636,214,403,524
WON02440960,976,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440960/WON02440960__976.png,727,176,343,464
WON02440960,1029,data/facedb2/omtzigt__WON02443711__2096.png,data/frames/WON02440960/WON02440960__1029.png,638,190,407,545
WON02440960,631,data/facedb2/bikker__WON02443802__611.png,data/frames/WON02440960/WON02440960__631.png,476,165,404,561
WON02440960,1019,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440960/WON02440960__1019.png,644,194,407,545
WON02440960,612,data/facedb2/bontenbal__WON02441946__2851.png,data/frames/WON02440960/WON02440960__612.png,513,248,438,584
WON02440960,967,data/facedb2/omtzigt__WON02443711__2096.png,data/frames/WON02440960/WON02440960__967.png,714,186,343,464
WON02440960,586,data/facedb2/jetten__WON02439060__593.png,data/frames/WON02440960/WON02440960__586.png,999,196,334,475
WON02440960,1024,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440960/WON02440960__1024.png,648,166,406,542
WON02440960,616,data/facedb2/bontenbal__WON02441946__2851.png,data/frames/WON02440960/WON02440960__616.png,536,231,410,578
WON02440960,969,data/facedb2/omtzigt__WON02443711__2096.png,data/frames/WON02440960/WON02440960__969.png,711,190,346,470
WON02440960,1013,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02440960/WON02440960__1013.png,644,202,398,533
WON02440960,578,data/facedb2/jetten__WON02439060__593.png,data/frames/WON02440960/WON02440960__578.png,894,63,506,723
WON02440960,589,data/facedb2/jetten__WON02439060__593.png,data/frames/WON02440960/WON02440960__589.png,952,224,331,472
WON02440960,609,data/facedb2/bontenbal__WON02441946__2851.png,data/frames/WON02440960/WON02440960__609.png,772,133,252,344
WON02440960,575,data/facedb2/jetten__WON02439060__593.png,data/frames/WON02440960/WON02440960__575.png,878,47,558,788
WON02440960,617,data/facedb2/bontenbal__WON02443799__710.png,data/frames/WON02440960/WON02440960__617.png,568,338,422,572
WON02440982,259,data/facedb2/jetten__WON02439060__565.png,data/frames/WON02440982/WON02440982__259.png,693,138,338,489
WON02440982,249,data/facedb2/eerdmans__WON02443802__2182.png,data/frames/WON02440982/WON02440982__249.png,625,175,337,482
WON02440982,256,data/facedb2/jetten__WON02443711__1037.png,data/frames/WON02440982/WON02440982__256.png,759,189,319,437
WON02440982,260,data/facedb2/jetten__WON02439060__909.png,data/frames/WON02440982/WON02440982__260.png,679,147,341,485
WON02440982,320,data/facedb2/omtzigt__WON02443711__2096.png,data/frames/WON02440982/WON02440982__320.png,1010,193,311,422
WON02440982,322,data/facedb2/omtzigt__WON02443711__255.png,data/frames/WON02440982/WON02440982__322.png,981,133,347,481
WON02440982,251,data/facedb2/eerdmans__WON02443802__2182.png,data/frames/WON02440982/WON02440982__251.png,607,183,348,485
WON02440982,257,data/facedb2/jetten__WON02439060__909.png,data/frames/WON02440982/WON02440982__257.png,747,146,335,486
WON02440982,262,data/facedb2/jetten__WON02439060__909.png,data/frames/WON02440982/WON02440982__262.png,696,149,334,480
WON02440982,261,data/facedb2/jetten__WON02439060__909.png,data/frames/WON02440982/WON02440982__261.png,676,154,336,486
WON02440982,253,data/facedb2/jetten__WON02439060__909.png,data/frames/WON02440982/WON02440982__253.png,755,162,340,478
WON02440982,255,data/facedb2/jetten__WON02439060__909.png,data/frames/WON02440982/WON02440982__255.png,754,171,311,442
WON02440982,250,data/facedb2/eerdmans__WON02443802__2182.png,data/frames/WON02440982/WON02440982__250.png,628,149,338,488
WON02440982,258,data/facedb2/jetten__WON02439060__909.png,data/frames/WON02440982/WON02440982__258.png,752,190,319,440
WON02440982,264,data/facedb2/jetten__WON02439060__909.png,data/frames/WON02440982/WON02440982__264.png,702,149,332,486
WON02440982,316,data/facedb2/omtzigt__WON02443711__255.png,data/frames/WON02440982/WON02440982__316.png,945,138,336,464
WON02440982,252,data/facedb2/eerdmans__WON02443802__2182.png,data/frames/WON02440982/WON02440982__252.png,594,169,337,481
WON02440982,254,data/facedb2/jetten__WON02439060__909.png,data/frames/WON02440982/WON02440982__254.png,750,145,337,486
WON02440982,265,data/facedb2/jetten__WON02439060__565.png,data/frames/WON02440982/WON02440982__265.png,695,159,337,492
WON02440982,263,data/facedb2/jetten__WON02439060__909.png,data/frames/WON02440982/WON02440982__263.png,687,149,335,483
WON02441457,33,data/facedb2/wilders__WON02441946__482.png,data/frames/WON02441457/WON02441457__33.png,1032,175,285,410
WON02441457,495,data/facedb2/wilders__WON02443711__1679.png,data/frames/WON02441457/WON02441457__495.png,1132,150,292,418
WON02441457,690,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02441457/WON02441457__690.png,1050,222,350,470
WON02441457,32,data/facedb2/wilders__WON02443711__1737.png,data/frames/WON02441457/WON02441457__32.png,1041,148,278,416
WON02441457,577,data/facedb2/wilders__WON02441946__482.png,data/frames/WON02441457/WON02441457__577.png,519,244,302,411
WON02441457,513,data/facedb2/wilders__WON02443711__1737.png,data/frames/WON02441457/WON02441457__513.png,818,275,369,500
WON02441457,699,data/facedb2/omtzigt__WON02443711__2096.png,data/frames/WON02441457/WON02441457__699.png,1090,181,345,472
WON02441457,31,data/facedb2/wilders__WON02443711__797.png,data/frames/WON02441457/WON02441457__31.png,1073,143,293,411
WON02441457,500,data/facedb2/wilders__WON02441946__482.png,data/frames/WON02441457/WON02441457__500.png,1085,157,293,421
WON02441457,582,data/facedb2/wilders__WON02443711__1679.png,data/frames/WON02441457/WON02441457__582.png,493,231,316,420
WON02441457,687,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02441457/WON02441457__687.png,1026,205,360,499
WON02441457,497,data/facedb2/wilders__WON02443711__797.png,data/frames/WON02441457/WON02441457__497.png,1055,148,289,404
WON02441457,703,data/facedb2/omtzigt__WON02443711__3044.png,data/frames/WON02441457/WON02441457__703.png,1030,190,346,466
WON02441457,574,data/facedb2/wilders__WON02441946__465.png,data/frames/WON02441457/WON02441457__574.png,546,294,299,412
WON02441457,550,data/facedb2/wilders__WON02443711__797.png,data/frames/WON02441457/WON02441457__550.png,725,233,375,493
WON02441457,688,data/facedb2/omtzigt__WON02443711__2096.png,data/frames/WON02441457/WON02441457__688.png,1018,196,348,484
WON02441457,697,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02441457/WON02441457__697.png,1015,223,355,486
WON02441457,695,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02441457/WON02441457__695.png,1032,252,355,458
WON02441457,34,data/facedb2/wilders__WON02443711__1737.png,data/frames/WON02441457/WON02441457__34.png,1069,147,294,414
WON02441457,501,data/facedb2/wilders__WON02443711__1737.png,data/frames/WON02441457/WON02441457__501.png,995,197,243,338
WON02441457,684,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02441457/WON02441457__684.png,1059,211,355,483
WON02441457,499,data/facedb2/wilders__WON02443711__1737.png,data/frames/WON02441457/WON02441457__499.png,1019,163,285,410
WON02441457,683,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02441457/WON02441457__683.png,1039,197,352,488
WON02441457,496,data/facedb2/wilders__WON02443711__1679.png,data/frames/WON02441457/WON02441457__496.png,1149,161,303,426
WON02441457,701,data/facedb2/omtzigt__WON02443711__2096.png,data/frames/WON02441457/WON02441457__701.png,1014,201,346,471
WON02441457,555,data/facedb2/wilders__WON02439236__716.png,data/frames/WON02441457/WON02441457__555.png,679,305,393,520
WON02441457,502,data/facedb2/wilders__WON02443711__797.png,data/frames/WON02441457/WON02441457__502.png,930,123,207,292
WON02441457,692,data/facedb2/omtzigt__WON02441460__2019.png,data/frames/WON02441457/WON02441457__692.png,1021,215,355,463
